Comment,Target
Siii Kara tha godse ne Ek baar ni hazar baar bolunga mai Gandhi ko bhi tum sab ne brainwash hi kardiya tha Jaise chote baccho ko terrorist bnaate ho waise hi Gandhi ka diya huya paisa nhi h mere baap ke paas thik hai ya apni gaand se leke kaan Tak sb khol ke sunn desh ki note me photo bhi bhagat singh ka sukhdev veer savarkar ka hona chahiye tha par Politics ki wajh se ni h dogle toh tum ho khaate iss desh ka jis ghar me rehte ho ussise gaddari karte ho Musalmano tmse gandi kaum kisi ki nhi hai,1
Ab mere paas bhi waqt nii h itni muhchodi krne ka,1
Lagegi aag to aaynge ghar kayi zad me Yahan par sirf hamara makaan thodi hai,0
gand mare tera account konsa varify ho chuka naam John hi h dalle Chandni chowk ki baat kar raha hun aa to ja,1
aaja chudai khane fhir baat kariyo,1
shivling bilkul mere land jesa dikh ta h,1
randi ke mutt tu kya naale se nikla h kya,1
are Teri gand marke reels banadunga me or phir viral krna Tu video,1
ek baap ka h to damm rakh aur aaja,1
or sun Address indore Sheher me khajrana Teri bhen Ka sasural Thik hai Baki thane wale ghar chord denge lund ke najaiz aulad,1
ashutosh bruhh woo country khanee koo nhi dengii hamee or jooo degii whiii kilaaaf hai hamare wow sataya jaarha hai apko oh my good toh fir hamare sath toh majak chl rha hai bhaii,0
address nahi dekha kya delete Krdya Teri bhen ko choddu Maderchod tumhari yahi Aukat h lund b nhi kr skte tm Teri ma ki choot lund kaatlena gandiyee,1
Ha Teri ma se puch kya nishaaani Hai Wo or Lundke Teri ma ki Aulad h to phir address de Tera Hamara to too kuch Ukhaad nhi skte Isliye delete kr rhah chinaaalke,1
Lundke Tu Kutte ki Aulad h Kutto jesi Baat kr rha h tere Baap ke bhi Baap Hai Wo Jinka Tu naam Lera h Hamae Nipt phele mere jhat ke baal,1
ig can u explain me this post,0
Teri ma ki Aulad ban phele ya pata kr Kisne Paida kya Tuje maderchod,1
dalla tala,1
yahi toh Islam ki khubsurti h re baba,0
Jo bakra kaat skte h toh insan b kaat diya to kya bdi bat h yr vese b madarsa or kya sikhate h,1
Kuch matlab nhi h dost baas bezati hi honi h,0
Reality is different,0
claudioclouds Lundpujari se bada chutiya kon ho sakta hai,1
lakhs and lakhs supporting the incident and a handful condemning it Source trust me bro Me dekhta hai na Republic Bharat,0
Maharastra me punjab me n udaipur me or Gujarat me kishan bhardwaj ko bhi muslim terrorist ne hi mara tha ye kabhi sudherne wale nhi hai,1
you and Nupur Sharma toh book ka hi baat boli thi aur Kitaab mein toh bahut gandagi hai abhi toh puraa kitaab ka kaala chittha khola jaayega Jaahil jaisi cheezein likhi Kitaab mein aur usey follow karte Jaahil log poore sansaar ke har country mein Jahan tum ulle rehte har jagah Beheading karte ho saale Qaum ki gandagi hai tumhaari yeh China is the only country which treats you right kitaab ka content hi change kar diyaa coz they know tum saale kabhi nahi sudhroge Kitaab ki Gandagi bhari hi rahegi,1
Kitna chutiya h re tu Buddhi ka vikas kar gandu bhsdk jisko pta h hindu dharm kitna purana h toh sunn ja archiology walo se puch with proof pta chl jayega Aj duniya ki sbse badi lab me bhagwan shiv ki murti h aise hi bina mtlb ni h unn sceinsto se pta karle ja ke kyu lgayi aise hi toh lagayi ni padhe likhe toh wo tujhse jada hi h Motive toh hmare paas bhi bahut h murder krne ke par yaha se toh aisa kch ni huya Warna assaudin Owaisi ke bhai ka ky huya hota ab tak tu jaanta h Or sunn bey bakchudweor agr godse terrorist h teri nazar me toh Indira Gandhi ky h fir Lal bahadur shastri ko kisne marwaya Chihna gya tha Pakistan lund mera chihnaa gya tha agr uss waqt par modi sarkar hoti toh dekhte kaise chinta Or maine ye kb kaha ki pakistan or Bangladesh saath me bna aakho pe chashma lga le chodu baat smjh phle itna chutiya ni hu teri tarah ki ni pta mjhe ky kab bna Pakistan Or Bangladesh me or sunn gandu ye sb bakchodi china me kyu nhi kar paate tum waha gaand phat ti h Or terrorist ni hote tmhare me toh ky hote h Scholar boht bade Airport pe agr koi sadhu jaye toh checking ni krte sii se izzat milti h agr koi Maulana jaye toh ek ek Katra check krte h sharir ka Ye mai ni tmhare hi log kehte h Or ab baat rahi terrorism ki toh dhyan se suno agr Babar lootera chor nii tha toh uske naam me masjid kyu h fir Atankwadiyo ki pooja tm krte ho humlog ni aurangzeb ne toh apne baap ko maara tha Shah Jahan Toh uske naam pe masjid bnaake usme Pooja krte ho tm sab Ja ke pehle apna itihaas padho fir aana yaha bakchodi karne smjhe gandu Or narshinand sarswati ki baat kar rahe ho toh pehle apne owaisi brothers ko oppose kro fir humare yaha ki umeed rakhna chalo chudo ab,1
shaadiya bhagwan Krishna ne Kari thi yani tm maante ho hazar saal Se purana dharm h hinduo ka Chlo prove tmhi krdiye,0
Ab toh smjh me aa hi gaya hoga tumko,0
ashutosh hindu killed many Muslim and can run for election Fuck your hypocrisy,1
Inko bhi wahi saza mile jo tabrez Raza ke katilon ko mili,0
koi nhi jo aap keh rhe ho usko mai Maan leta hu par kuch din pehle Jo naare laga rhe the sir tan se juda muslim nhi the kya,1
patthar feko ge to maar to khaoge Koi begunah mara gaya h to naam batao,1
Absolutely Patar tmny mara ab maar b tm khaogy,0
Teri th pass karne ki aukad nhi hogi whatsapp University pe pad ke kya Gyan chod rha hai be chal nikal lwdu,1
Khud ki community ka hisab ni hai,0
aise case par bail nhi milegi dost ya toh hang kr denge aur agar life imprisonment hai toh no bail will be provided dont worry he aint coming out at all,0
then you think there was no Genocide in Kashmir,0
really after all this u gotta say this damnn bro I really envy the Muslims they have unity do our religion have unity Not at all,0
you kya mtlb aadha sach hai tbh maine wo do jihadio ke baare mai search Kiya toh pata chala unme se ek masjid mai hi rhta tha,1
claudioclouds Lundpujari Saal ke gulami yaad rakh,1
Post ki kya kimat reh gayi sahab yaha jaan nikal gayi Unke liye kuch kijiye yu baato se kuch nahi hona,0
search on youtube Its there on twitter,0
Chup Jihadi Adding islamaphobia in the hashtagsHave some shame,1
Haan toh sartanjuda suwaro ki tarah bhaunkne waale kaun thhey Alien Yaah DallaTaala khud neeche aaya tha,1
you Half knowledge Matlab woh kaun thhey jo hazaaro ki sankhya mein Sartansejuda suwaro ki tarah bhaunk rahe thhey Aliens Yaah fir khud DallaTaala Victimcard paida hote ke saath fit ho jaata hai naa ullo ke gend mein,1
chutiya sala,1
abe gandu phale terrorism ko to dekh le pura duniya terrorism ke liye to khuch bol nhi jata gandu ke pillo tum hote hai terrorist ho Saala unke god bhi terrorist hi hoga,1
mare lund tum awaz uthate ho tumse tumhare maa bhano or bacho ke liye to awaz nhi nikalte jo madarsa or Majid ke Mulan halala ke naam par rape karte hai womens kka Islam awaz uthate aagi lund mare awaz saalo phale apne religion ko thik karo fir bolna,1
nai re hm kings hain Jab gaddi nai milti to bawal mchate rehte hain Pitenge pr rukenge nai whi purani riwayat dohrane wale hain tmhe pta h na Humlog aane wale hain,0
aajao hm bhi wait hi kar rahe hai hai ab ke baar pura Islam khtm minute bola tha na sirf minutes dedo dekh lenge allah bechega yhh nhi,0
kahan se chhapa Sasta filmy dialogue Meko smjha rha h halala k baare me Tu ne iske baare me pdha h ya hote huwe dekha h,0
gandu tare maa bhano ke saath to roj hota jakar tu bhi maja le liya kar waise bhi shaadi to tujhe tare bhan se hi karni hai enjoy enjoy halala,1
min min ye sb kya kr rhe ho Jaa kr shuddhi karan kro Dharam k naam pr mt ldo Mai to tmko sidha rasta dikhane aaya hun Insan aur janwar or ptthr ko bhgwan bna kr pujne wale logo ki bhid se baahar aao,0
ye pkda gya yahan Mut pine se dimag or bnd hogya h Mai to kms km haqiqat baato pr mze le rha hu pr tu jo ilzam de rha h uski buniyad hi nai h bs tu khud se jan kr khush ho rha h usme,0
Madam Kuch bhi They were protesting against the comments made by your esteemed party spokeswoman,0
or wo gandu allah jise koi photo nhi pata nhi konsi naali yhh gatar mein padha hai jakar usko dhundo Reverse ghar wapis karo phale hindu hi tha or abhi bhi hai tumhare allah dalla khuch nhi hai is duniya me,1
gandu gaand to tare or tare allah dalla ki Jale rahe hai kyuki Islam terrorist religion expose ho gya allah dalla khuch nhi hai wo gandu ki koi photo tare ek photo de de Islam ke respect karne lag jaunga,1
abe kms km jitni umr h teri utna to logical bol le Bejti krwaye ja rha h allah ki definition pdh le Tere sary jwab mil jayenge Ja itna hint de dia pr mujhe ummid h gobr or moot khane line ki wajah se tu is kaam ko v sahi se ni kr paega,1
allah ke definition bhi achha allah dalla likh kar gaya tha kya wo asmani kitab ne likha hai jaise earth is flate,1
ek photo hi de dalla ki,1
aree yaad aya dalla bhi terrorist ho jabhi to tum uske photo nhi dekhte warna tum expose ho joga,1
mza ni aa rha ab Ja kisi or ko la Jo km gobr khaya ho Tu sirf repeat kr rha h Kaam to hoga ni tujse qki krega to fr ilzam bchega hi nai kuch,1
beta chod tare jitne Umar hai utni Baar rare maa chod chuka hu gandu jakar DNA check Kara liya apne,1
apne baap ko krne deta Apni maa ko v nai chhodta hkaisa gobru h be tu Kitne tqlif se maa peda ki tereko aur tu beshrm,1
DNA oooo sudhir chodhry se sikha h ye sbsai h lga reh Jana to jahannum me hi h tujhe,1
repeat to tare religion bhi wahi baar baar terrorist attack allah ke muh me lund de diya tha jab jakar tum roj baar ko yaad karte below job dete hua,1
ab gobru susu line wala bhkt bokhla chuka h kuch v bol skta h wese yr ek baat thi Gaay se jyada na tmhari maa ka hq h tm pr Tm apni maa ka mutr piya kro,1
Just like the grass covers a poisonous snake so he can hide same scene is with you guys tum oehle daste ho phir tuj jese log aake unko cover krte hai hai jab tak Haryana me ek aur same case ho jata hai,0
Wait what Mast joke maara ha SAR TAN SE JUDA toh hindu bolre the na sahi h sahi h or ab jb juda ho gya h sach me toh we dont support it ka drama and who said ki muslims are not supporting it theyre plenty,0
The days are numbered for these pigs gang members of Feku sena,1
yes bro your point is right I am from South india I never saw any violence from my childhood,0
mandir me namaz koi ni pdta Jo do Gaye unke khilaf police Kam kiye he vo ddo log Aarti b krte he hum dono ko Bura hi khte he BJP ITCell smj aayi,0
Kisi dusre Sanskriti ki jagh pe namaz pdna aalim mana krte he vaha namaz ni pdni chiye Jo pdta he glt he,0
Jo padhta hai Woh galat hai Aisa ham bhi boldengee Kisi masjid me Aarti ke BAAD lekin kya guarantee hai ki tum dangee nhi kroge kyu ki hamne to nhi kiye,0
Thats exactly truth writtenmf terrorists,0
dange krne ki adadt tumhari he se aaj tak Hume mat bolo,0
Jisne namaz pdi vaha unpe karyavahi kro kon rokta he,0
banaglore,0
lakh muslim lakh Kashmiri Muslim bhagal pur hasimpura Sikh danga babari Uske bad aaj tak saydhi koi sal he jisme danga ni huaa,0
a muslim itself is a whole contry so protesting against France for muslims is actually saving the contry,0
jaake news dhek Hindu Shero ne balancing krdi hai secularism ki,0
me Kerala Malabar me hinduo ko mara khilaafat movement me me Hindu nhi maare the kya govt records ke hissab se lakh deaths hui thi Tu sirf muslim deaths lakh bata rha hai tera source kya h Or alag desh maanga hinduo ne tha nah Haina Kolkata riots Nellie massacre massacre to Gujarat riots Hashimpura massacre Bhagalpur riots Bombay riots Gujarat violence,0
bro what wrong did muslims do,0
ha bc apni alag hi history likhde loruu ham Hindu hi hamara desh todke Pakistan dena chhte the wha bc wha chaal thi Tu paida hua tha kya uss time Jo tere ko chaal Ka pata hai baag saale binna fact ki baat kr rha hai phele Bola ki hinduo ne aaj tak dangge kiye fir Mene kab Muslims ne Jo dangge kiye uski list Di to yeh hua tha Woh hua tha pta nhi kisse sunnke Aya hai,1
thesaffronisedboy mahatma Gandhi ko marne wala muslim tha ky Hitler muslim tha ky beta Tu ke liye comment karta he pata he pr achaa he Tu comment nhi karenga toh khayenga ky,0
mohdali to Bhai Mene Bola tha nah Hanuman chalissa padhne do secularism balance kro yehi hua hai or Kuch nhi hua hai chill jab Mandir me namaz per Kuch nhi bole to abb bhi chup rho ok,0
Jo bhi vikaas hora h bs nafrat mein hi hora h,0
Dekh Gali me ni bona Chahta Jo sach he vo he Tu na mane to me kya kru,0
fact tuje hazam ni hote he to mekya Kru ab bhag ja whats app university ki pedaish andbkt,1
Apne source Yaha rhkk bss bolke mtt bata ki yeh hua tha Woh hua tha inbox me aja source bhi dedena,0
harkaton se tum log hi terrorist lag rahe ho wo bhi certified with support of govt,1
Tu pdle Dekh k mafimangne vale sawerkr ki book available he,0
toh aap galat jagha padh rahe ho sayad aap Afghanistan me laden se pehle russian duara kie gae atayachar ni padha israil ka Palestinians Bosnia me jab hazaro logo ko mara gaya r unki behen betion ek jagha ked kia gaya take sipahi apni hawas bujha sake aapne hitlar ki kahani nahi ladhi jab chalo yeah toh desh k bahar ki baaten hain india me roz jo lynching hota he wo kya he kisi k zara aap jaha se itihas padh rahe ho pata karo jab muslims country me oil ni mila tha kitne terrorists muslim the Me har us activity ko galat maanta hu jaha violence he lkn aap kisi ek dharm ko khali target kar k bologe terrorists he yeah na hi sirf aapke choti soch ka pehchaan he balke saabit karta he ki nafrat me kitne dabe hain,0
